Jordan Hall,9,3.1,1.3,1.2,0.1,0
Richaun Holmes,37,3.1,2,0.1,0.1,0.3
JT Thor,62,3.1,1.9,0.4,0.4,0.3
Dominick Barlow,20,3,2.8,0.6,0.3,0.6
Tyler Dorsey,3,3,0.7,0,0,0
Danny Green,3,3,1.3,0.7,0.3,0
Danny Green,6,3,0.5,0,0.3,0.2
Kai Jones,39,3,2.4,0.2,0.3,0.6
Jake LaRavia,33,3,1.8,0.6,0.4,0.1
Saben Lee,2,3,0,1,0.5,0
Raul Neto,45,3,0.9,1.4,0.4,0.1
Trevelin Queen,7,3,2.4,0.9,0.3,0.7
Neemias Queta,4,3,2.3,0.3,0,0.3
Moussa Diabate,19,2.9,2.4,0.2,0.3,0.3
Juancho Hernangomez,42,2.9,2.9,0.6,0.4,0.1
A.J. Lawson,11,2.9,0.7,0.1,0.1,0
Jabari Walker,47,2.9,2,0.5,0.1,0.2
Will Barton,11,2.8,1.5,1,0.5,0.2
Jeff Dowtin Jr.,20,2.8,1,1.1,0.4,0.1
Micah Potter,4,2.8,0.8,0.8,0,0
Olivier Sarr,5,2.8,2.8,0.6,0,1
Frank Kaminsky,26,2.7,1.4,0.8,0.2,0
Robin Lopez,34,2.7,1.3,0.4,0,0.2
Terry Taylor,26,2.7,1.5,0.4,0.1,0.2
Matisse Thybulle,49,2.7,1.3,0.5,0.9,0.3
Juan Toscano-Anderson,30,2.7,2,0.8,0.3,0.2
Udoka Azubuike,30,2.6,2.7,0.3,0.2,0.4
Trent Forrest,19,2.6,1.5,1.6,0.3,0.1
James Johnson,15,2.6,1.5,0.7,0.3,0.4
Jared Butler,2,2.5,0.5,2,1.5,0
Ron Harper Jr.,4,2.5,0.5,0,0,0
Damian Jones,22,2.5,2.5,0.2,0.1,0.5
Frank Ntilikina,44,2.5,1.3,1.1,0.3,0.1
Dylan Windler,2,2.5,0,0.5,0.5,0
Ryan Arcidiacono,7,2.4,1,2.1,0.4,0
Sandro Mamukelashvili,24,2.4,2.3,0.7,0.2,0.2
Ish Smith,38,2.4,1.2,2.1,0.2,0.2
Garrett Temple,19,2.4,0.7,0.6,0.4,0.1
Juan Toscano-Anderson,14,2.4,2.5,1.2,0.3,0.1
Johnny Davis,20,2.3,1,0.3,0.1,0.1
Nerlens Noel,14,2.3,2.6,0.5,0.9,0.6
Scotty Pippen Jr.,6,2.3,0.7,0.3,0.3,0.2
Davon Reed,35,2.3,1.5,0.5,0.4,0.1
Jay Huff,3,2.3,1.3,0.3,0,0
Khem Birch,20,2.2,1.3,0.4,0.3,0.3
Kennedy Chandler,32,2.2,1,1.7,0.3,0.2
Dru Smith,5,2.2,1.8,1,0.8,0.6
Andre Iguodala,8,2.1,2.1,2.4,0.5,0.4
Buddy Boeheim,7,2,0.6,0.4,0.3,0
Justin Champagnie,3,2,1.3,0.3,0,0
A.J. Lawson,1,2,1,0,0,0
Markieff Morris,5,2,0.6,0.2,0.2,0
Chris Silva,1,2,0,0,0,0
Terry Taylor,2,2,0,0,0,0
Stanley Umude,1,2,0,0,1,1
Lindell Wigginton,4,2,0.3,0.3,0,0
Omer Yurtseven,6,2,1.5,0,0.2,0.2
Dewayne Dedmon,5,2,2.2,0.4,0.2,0.6
Jared Rhoden,8,1.9,2,0.3,0.3,0
Ryan Rollins,12,1.9,1,0.5,0.1,0.1
Peyton Watson,16,1.9,0.5,0.1,0,0.1
Greg Brown III,16,1.8,1.2,0.2,0.3,0.3
Trevor Hudgins,5,1.8,0,0.6,0,0
Quenton Jackson,4,1.8,0.3,0.3,0.3,0
Alize Johnson,4,1.8,2.5,0.3,0.3,0
Theo Pinson,36,1.8,1.2,0.8,0.1,0
Dalen Terry,30,1.8,0.9,0.6,0.1,0.1
Joe Wieskamp,5,1.8,0.4,0.2,0,0
Mamadi Diakite,18,1.7,1,0.2,0.1,0.4
Keon Ellis,13,1.7,0.6,0.3,0.2,0.1
Darius Bazley,5,1.6,1.2,0.8,0.4,0.4
Tony Bradley,12,1.6,0.9,0.1,0.1,0.1
Svi Mykhailiuk,13,1.6,0.5,0.1,0.1,0
Jaden Springer,13,1.6,0.8,0.3,0.5,0.2
Kendall Brown,6,1.5,1,0.5,0.7,0
Matthew Dellavedova,31,1.5,0.4,1.3,0.2,0
Carlik Jones,2,1.5,1.5,1,0,0
Trevor Keels,2,1.5,1,0,0,0
Wendell Moore Jr.,27,1.5,0.6,0.7,0.3,0.2
Jordan Schakel,2,1.5,0,0.5,0.5,0
Cole Swider,6,1.5,1.2,0.7,0,0
Facundo Campazzo,8,1.3,0.3,1.1,0.8,0
Frank Kaminsky,7,1.3,1.3,1,0.1,0.3
Braxton Key,3,1.3,0.3,0,0,0
Vit Krejci,24,1.3,0.7,0.5,0.1,0
KZ Okpala,35,1.3,1,0.4,0.2,0.2
Tyrese Martin,13,1.2,0.5,0,0.1,0
Isaiah Mobley,9,1.2,1.3,0,0.1,0.1
Davon Reed,5,1.2,0.6,0.4,0.2,0
Jack White,16,1.2,0.6,0.2,0.1,0.1
Kessler Edwards,14,1.1,1,0.1,0.2,0.1
Noah Vonleh,23,1.1,2.1,0.3,0.1,0.3
Bruno Fernando,4,1,0.5,0.3,0,0
Malcolm Hill,5,1,0.6,0,0,0
Mfiondu Kabengele,2,1,2.5,0,0,0
Sam Merrill,2,1,0,0,0,0
Chima Moneke,2,1,1,0.5,0,0
Nerlens Noel,3,1,3,1,1,0.3
Justin Jackson,23,0.9,0.7,0.4,0.2,0.2
Vince Williams Jr.,11,0.9,0.6,0.3,0.4,0.1
Dereon Seabron,5,0.8,0.2,0,0,0
Thanasis Antetokounmpo,30,0.7,1,0.2,0.1,0.1
JD Davison,9,0.7,0.6,0.4,0.2,0
PJ Dozier,10,0.7,0.6,0,0.3,0.1
Alex Len,18,0.7,0.9,0.3,0,0
Vernon Carey Jr.,11,0.5,1,0.3,0.2,0.2
Devon Dotson,6,0.5,1.7,1.3,0.8,0
Udonis Haslem,6,0.5,1.3,0,0.2,0.2
Isaiah Todd,4,0.5,0,0,0,0
Leandro Bolmaro,14,0.4,0.5,0.5,0.1,0.1
Ryan Arcidiacono,11,0.3,0.4,0.2,0.2,0
John Butler Jr.,11,0.2,0.3,0.1,0.1,0.4
Sterling Brown,4,0,2,0.5,0.8,0
Deonte Burton,2,0,0,0,0,0
Julian Champagnie,2,0,0,0,0.5,0
Michael Foster Jr.,1,0,0,0,0,0
Frank Jackson,1,0,2,1,0,0
Marko Simonovic,3,0,0,0,0,0
Alondes Williams,1,0,1,0,0,0
Jamaree Bouyea,1,0,1,0,0,0
Xavier Cooks,2,0,1.5,0,0,0
Xavier Moon,1,0,1,2,0,0
